,bible_version,bible_book,bible_chapter,bible_verse,verse_part_type,verse_part,hebrew_id
0,KJV,Genesis,1,Genesis1:1,PHRASE,In the beginning,H7225
1,KJV,Genesis,1,Genesis1:1,WORD,God,H430
2,KJV,Genesis,1,Genesis1:1,WORD,created,H1254
3,KJV,Genesis,1,Genesis1:1,WORD,,H853
4,KJV,Genesis,1,Genesis1:1,PHRASE,the heaven,H8064
5,KJV,Genesis,1,Genesis1:1,WORD,and,H853
6,KJV,Genesis,1,Genesis1:1,PHRASE,the earth.,H776
7,KJV,Genesis,1,Genesis1:2,PHRASE,And the earth,H776
8,KJV,Genesis,1,Genesis1:2,WORD,was,H1961
9,KJV,Genesis,1,Genesis1:2,PHRASE,"without form,",H8414
10,KJV,Genesis,1,Genesis1:2,PHRASE,and void;,H922
11,KJV,Genesis,1,Genesis1:2,PHRASE,and darkness,H2822
12,KJV,Genesis,1,Genesis1:2,WORD,[was],
13,KJV,Genesis,1,Genesis1:2,WORD,upon,H5921
14,KJV,Genesis,1,Genesis1:2,PHRASE,the face,H6440
15,KJV,Genesis,1,Genesis1:2,PHRASE,of the deep.,H8415
16,KJV,Genesis,1,Genesis1:2,PHRASE,And the Spirit,H7307
17,KJV,Genesis,1,Genesis1:2,PHRASE,of God,H430
18,KJV,Genesis,1,Genesis1:2,WORD,moved,H7363
19,KJV,Genesis,1,Genesis1:2,WORD,upon,H5921
20,KJV,Genesis,1,Genesis1:2,PHRASE,the face,H6440
21,KJV,Genesis,1,Genesis1:2,PHRASE,of the waters.,H4325
22,KJV,Genesis,1,Genesis1:3,WORD,And,H559
23,KJV,Genesis,1,Genesis1:3,WORD,God,H430
24,KJV,Genesis,1,Genesis1:3,WORD,"said,",H559
25,KJV,Genesis,1,Genesis1:3,PHRASE,Let there be,H1961
26,KJV,Genesis,1,Genesis1:3,WORD,light:,H216
27,KJV,Genesis,1,Genesis1:3,PHRASE,and there was,H1961
28,KJV,Genesis,1,Genesis1:3,WORD,light.,H216
29,KJV,Genesis,1,Genesis1:4,WORD,And,H7200
30,KJV,Genesis,1,Genesis1:4,WORD,God,H430
31,KJV,Genesis,1,Genesis1:4,WORD,saw,H7200
32,KJV,Genesis,1,Genesis1:4,WORD,,H853
33,KJV,Genesis,1,Genesis1:4,PHRASE,"the light,",H216
34,KJV,Genesis,1,Genesis1:4,WORD,that,H3588
35,KJV,Genesis,1,Genesis1:4,PHRASE,[it was],
36,KJV,Genesis,1,Genesis1:4,WORD,good:,H2896
37,KJV,Genesis,1,Genesis1:4,WORD,and,H914
38,KJV,Genesis,1,Genesis1:4,WORD,God,H430
39,KJV,Genesis,1,Genesis1:4,WORD,divided,H914
40,KJV,Genesis,1,Genesis1:4,WORD,,H996
41,KJV,Genesis,1,Genesis1:4,PHRASE,the light,H216
42,KJV,Genesis,1,Genesis1:4,WORD,from,H996
43,KJV,Genesis,1,Genesis1:4,PHRASE,the darkness.,H2822
44,KJV,Genesis,1,Genesis1:5,WORD,And,H7121
45,KJV,Genesis,1,Genesis1:5,WORD,God,H430
46,KJV,Genesis,1,Genesis1:5,WORD,called,H7121
47,KJV,Genesis,1,Genesis1:5,PHRASE,the light,H216
48,KJV,Genesis,1,Genesis1:5,WORD,"Day,",H3117
49,KJV,Genesis,1,Genesis1:5,PHRASE,and the darkness,H2822
50,KJV,Genesis,1,Genesis1:5,PHRASE,he called,H7121
51,KJV,Genesis,1,Genesis1:5,WORD,Night.,H3915
52,KJV,Genesis,1,Genesis1:5,WORD,And,H1961
53,KJV,Genesis,1,Genesis1:5,PHRASE,the evening,H6153
54,KJV,Genesis,1,Genesis1:5,WORD,and,H1961
55,KJV,Genesis,1,Genesis1:5,PHRASE,the morning,H1242
56,KJV,Genesis,1,Genesis1:5,WORD,were,H1961
57,KJV,Genesis,1,Genesis1:5,WORD,the,H3117
58,KJV,Genesis,1,Genesis1:5,WORD,first,H259
59,KJV,Genesis,1,Genesis1:5,WORD,day.,H3117
60,KJV,Genesis,1,Genesis1:6,WORD,And,H559
61,KJV,Genesis,1,Genesis1:6,WORD,God,H430
62,KJV,Genesis,1,Genesis1:6,WORD,"said,",H559
63,KJV,Genesis,1,Genesis1:6,PHRASE,Let there be,H1961
64,KJV,Genesis,1,Genesis1:6,PHRASE,a firmament,H7549
65,KJV,Genesis,1,Genesis1:6,PHRASE,in the midst,H8432
66,KJV,Genesis,1,Genesis1:6,PHRASE,"of the waters,",H4325
67,KJV,Genesis,1,Genesis1:6,PHRASE,and let it,H1961
68,KJV,Genesis,1,Genesis1:6,WORD,divide,H914
69,KJV,Genesis,1,Genesis1:6,PHRASE,the waters,H4325
70,KJV,Genesis,1,Genesis1:6,WORD,from,H996
71,KJV,Genesis,1,Genesis1:6,PHRASE,the waters.,H4325
72,KJV,Genesis,1,Genesis1:7,WORD,And,H6213
73,KJV,Genesis,1,Genesis1:7,WORD,God,H430
74,KJV,Genesis,1,Genesis1:7,WORD,made,H6213
75,KJV,Genesis,1,Genesis1:7,PHRASE,"the firmament,",H7549
76,KJV,Genesis,1,Genesis1:7,PHRASE,and divided,H914
77,KJV,Genesis,1,Genesis1:7,PHRASE,the waters,H4325
78,KJV,Genesis,1,Genesis1:7,WORD,which,H834
79,KJV,Genesis,1,Genesis1:7,WORD,[were],
80,KJV,Genesis,1,Genesis1:7,WORD,under,H8478
81,KJV,Genesis,1,Genesis1:7,PHRASE,the firmament,H7549
82,KJV,Genesis,1,Genesis1:7,WORD,from,H996
83,KJV,Genesis,1,Genesis1:7,PHRASE,the waters,H4325
84,KJV,Genesis,1,Genesis1:7,WORD,which,H834
85,KJV,Genesis,1,Genesis1:7,WORD,[were],
86,KJV,Genesis,1,Genesis1:7,WORD,above,H5921
87,KJV,Genesis,1,Genesis1:7,PHRASE,the firmament:,H7549
88,KJV,Genesis,1,Genesis1:7,PHRASE,and it was,H1961
89,KJV,Genesis,1,Genesis1:7,WORD,so.,H3651
90,KJV,Genesis,1,Genesis1:8,WORD,And,H7121
91,KJV,Genesis,1,Genesis1:8,WORD,God,H430
92,KJV,Genesis,1,Genesis1:8,WORD,called,H7121
93,KJV,Genesis,1,Genesis1:8,PHRASE,the firmament,H7549
94,KJV,Genesis,1,Genesis1:8,WORD,Heaven.,H8064
95,KJV,Genesis,1,Genesis1:8,WORD,And,H1961
96,KJV,Genesis,1,Genesis1:8,PHRASE,the evening,H6153
97,KJV,Genesis,1,Genesis1:8,WORD,and,H1961
98,KJV,Genesis,1,Genesis1:8,PHRASE,the morning,H1242
99,KJV,Genesis,1,Genesis1:8,WORD,were,H1961
100,KJV,Genesis,1,Genesis1:8,PHRASE,the second,H8145
101,KJV,Genesis,1,Genesis1:8,WORD,day.,H3117
102,KJV,Genesis,1,Genesis1:9,WORD,And,H559
103,KJV,Genesis,1,Genesis1:9,WORD,God,H430
104,KJV,Genesis,1,Genesis1:9,WORD,"said,",H559
105,KJV,Genesis,1,Genesis1:9,WORD,Let,H6960
106,KJV,Genesis,1,Genesis1:9,PHRASE,the waters,H4325
107,KJV,Genesis,1,Genesis1:9,WORD,under,H8478
108,KJV,Genesis,1,Genesis1:9,PHRASE,the heaven,H8064
109,KJV,Genesis,1,Genesis1:9,PHRASE,be gathered together,H6960
110,KJV,Genesis,1,Genesis1:9,WORD,unto,H413
111,KJV,Genesis,1,Genesis1:9,WORD,one,H259
112,KJV,Genesis,1,Genesis1:9,WORD,"place,",H4725
113,KJV,Genesis,1,Genesis1:9,PHRASE,and let,H7200
114,KJV,Genesis,1,Genesis1:9,PHRASE,the dry,H3004
115,KJV,Genesis,1,Genesis1:9,WORD,[land],
116,KJV,Genesis,1,Genesis1:9,WORD,appear:,H7200
117,KJV,Genesis,1,Genesis1:9,PHRASE,and it was,H1961
118,KJV,Genesis,1,Genesis1:9,WORD,so.,H3651
119,KJV,Genesis,1,Genesis1:10,WORD,And,H7121
120,KJV,Genesis,1,Genesis1:10,WORD,God,H430
121,KJV,Genesis,1,Genesis1:10,WORD,called,H7121
122,KJV,Genesis,1,Genesis1:10,PHRASE,the dry,H3004
123,KJV,Genesis,1,Genesis1:10,WORD,[land],
124,KJV,Genesis,1,Genesis1:10,WORD,Earth;,H776
125,KJV,Genesis,1,Genesis1:10,PHRASE,and the gathering together,H4723
126,KJV,Genesis,1,Genesis1:10,PHRASE,of the waters,H4325
127,KJV,Genesis,1,Genesis1:10,PHRASE,called he,H7121
128,KJV,Genesis,1,Genesis1:10,WORD,Seas:,H3220
129,KJV,Genesis,1,Genesis1:10,WORD,and,H7200
130,KJV,Genesis,1,Genesis1:10,WORD,God,H430
131,KJV,Genesis,1,Genesis1:10,WORD,saw,H7200
132,KJV,Genesis,1,Genesis1:10,WORD,that,H3588
133,KJV,Genesis,1,Genesis1:10,PHRASE,[it was],
134,KJV,Genesis,1,Genesis1:10,WORD,good.,H2896
135,KJV,Genesis,1,Genesis1:11,WORD,And,H559
136,KJV,Genesis,1,Genesis1:11,WORD,God,H430
137,KJV,Genesis,1,Genesis1:11,WORD,"said,",H559
138,KJV,Genesis,1,Genesis1:11,WORD,Let,H1876
139,KJV,Genesis,1,Genesis1:11,PHRASE,the earth,H776
140,KJV,Genesis,1,Genesis1:11,PHRASE,bring forth,H1876
141,KJV,Genesis,1,Genesis1:11,WORD,"grass,",H1877
142,KJV,Genesis,1,Genesis1:11,PHRASE,the herb,H6212
143,KJV,Genesis,1,Genesis1:11,WORD,yielding,H2232
144,KJV,Genesis,1,Genesis1:11,WORD,"seed,",H2233
145,KJV,Genesis,1,Genesis1:11,WORD,[and],
146,KJV,Genesis,1,Genesis1:11,PHRASE,the fruit,H6529
147,KJV,Genesis,1,Genesis1:11,WORD,tree,H6086
148,KJV,Genesis,1,Genesis1:11,WORD,yielding,H6213
149,KJV,Genesis,1,Genesis1:11,WORD,fruit,H6529
150,KJV,Genesis,1,Genesis1:11,PHRASE,"after his kind,",H4327
151,KJV,Genesis,1,Genesis1:11,WORD,whose,H834
152,KJV,Genesis,1,Genesis1:11,WORD,seed,H2233
153,KJV,Genesis,1,Genesis1:11,WORD,[is],
154,KJV,Genesis,1,Genesis1:11,PHRASE,"in itself,",
155,KJV,Genesis,1,Genesis1:11,WORD,upon,H5921
156,KJV,Genesis,1,Genesis1:11,PHRASE,the earth:,H776
157,KJV,Genesis,1,Genesis1:11,PHRASE,and it was,H1961
158,KJV,Genesis,1,Genesis1:11,WORD,so.,H3651
159,KJV,Genesis,1,Genesis1:12,WORD,And,H3318
160,KJV,Genesis,1,Genesis1:12,PHRASE,the earth,H776
161,KJV,Genesis,1,Genesis1:12,PHRASE,brought forth,H3318
162,KJV,Genesis,1,Genesis1:12,WORD,"grass,",H1877
163,KJV,Genesis,1,Genesis1:12,WORD,[and],
164,KJV,Genesis,1,Genesis1:12,WORD,herb,H6212
165,KJV,Genesis,1,Genesis1:12,WORD,yielding,H2232
166,KJV,Genesis,1,Genesis1:12,WORD,seed,H2233
167,KJV,Genesis,1,Genesis1:12,PHRASE,"after his kind,",H4327
168,KJV,Genesis,1,Genesis1:12,PHRASE,and the tree,H6086
169,KJV,Genesis,1,Genesis1:12,WORD,yielding,H6213
170,KJV,Genesis,1,Genesis1:12,WORD,"fruit,",H6529
171,KJV,Genesis,1,Genesis1:12,WORD,whose,H834
172,KJV,Genesis,1,Genesis1:12,WORD,seed,H2233
173,KJV,Genesis,1,Genesis1:12,WORD,[was],
174,KJV,Genesis,1,Genesis1:12,PHRASE,"in itself,",
175,KJV,Genesis,1,Genesis1:12,PHRASE,after his kind:,H4327
176,KJV,Genesis,1,Genesis1:12,WORD,and,H7200
177,KJV,Genesis,1,Genesis1:12,WORD,God,H430
178,KJV,Genesis,1,Genesis1:12,WORD,saw,H7200
179,KJV,Genesis,1,Genesis1:12,WORD,that,H3588
180,KJV,Genesis,1,Genesis1:12,PHRASE,[it was],
181,KJV,Genesis,1,Genesis1:12,WORD,good.,H2896
182,KJV,Genesis,1,Genesis1:13,WORD,And,H1961
183,KJV,Genesis,1,Genesis1:13,PHRASE,the evening,H6153
184,KJV,Genesis,1,Genesis1:13,WORD,and,H1961
185,KJV,Genesis,1,Genesis1:13,PHRASE,the morning,H1242
186,KJV,Genesis,1,Genesis1:13,WORD,were,H1961
187,KJV,Genesis,1,Genesis1:13,PHRASE,the third,H7992
188,KJV,Genesis,1,Genesis1:13,WORD,day.,H3117
189,KJV,Genesis,1,Genesis1:14,WORD,And,H559
190,KJV,Genesis,1,Genesis1:14,WORD,God,H430
191,KJV,Genesis,1,Genesis1:14,WORD,"said,",H559
192,KJV,Genesis,1,Genesis1:14,PHRASE,Let there be,H1961
193,KJV,Genesis,1,Genesis1:14,WORD,lights,H3974
194,KJV,Genesis,1,Genesis1:14,PHRASE,in the firmament,H7549
195,KJV,Genesis,1,Genesis1:14,PHRASE,of the heaven,H8064
196,KJV,Genesis,1,Genesis1:14,PHRASE,to divide,H914
197,KJV,Genesis,1,Genesis1:14,PHRASE,the day,H3117
198,KJV,Genesis,1,Genesis1:14,WORD,from,H996
199,KJV,Genesis,1,Genesis1:14,PHRASE,the night;,H3915
200,KJV,Genesis,1,Genesis1:14,PHRASE,and let them be,H1961
201,KJV,Genesis,1,Genesis1:14,PHRASE,"for signs,",H226
202,KJV,Genesis,1,Genesis1:14,PHRASE,"and for seasons,",H4150
203,KJV,Genesis,1,Genesis1:14,PHRASE,"and for days,",H3117
204,KJV,Genesis,1,Genesis1:14,PHRASE,and years:,H8141
205,KJV,Genesis,1,Genesis1:15,PHRASE,And let them be,H1961
206,KJV,Genesis,1,Genesis1:15,PHRASE,for lights,H3974
207,KJV,Genesis,1,Genesis1:15,PHRASE,in the firmament,H7549
208,KJV,Genesis,1,Genesis1:15,PHRASE,of the heaven,H8064
209,KJV,Genesis,1,Genesis1:15,PHRASE,to give light,H215
210,KJV,Genesis,1,Genesis1:15,WORD,upon,H5921
211,KJV,Genesis,1,Genesis1:15,PHRASE,the earth:,H776
212,KJV,Genesis,1,Genesis1:15,PHRASE,and it was,H1961
213,KJV,Genesis,1,Genesis1:15,WORD,so.,H3651
214,KJV,Genesis,1,Genesis1:16,WORD,And,H6213
215,KJV,Genesis,1,Genesis1:16,WORD,God,H430
216,KJV,Genesis,1,Genesis1:16,WORD,made,H6213
217,KJV,Genesis,1,Genesis1:16,WORD,two,H8147
218,KJV,Genesis,1,Genesis1:16,WORD,great,H1419
219,KJV,Genesis,1,Genesis1:16,WORD,lights;,H3974
220,KJV,Genesis,1,Genesis1:16,PHRASE,the greater,H1419
221,KJV,Genesis,1,Genesis1:16,WORD,light,H3974
222,KJV,Genesis,1,Genesis1:16,PHRASE,to rule,H4475
223,KJV,Genesis,1,Genesis1:16,PHRASE,"the day,",H3117
224,KJV,Genesis,1,Genesis1:16,WORD,and,H853
225,KJV,Genesis,1,Genesis1:16,PHRASE,the lesser,H6996
226,KJV,Genesis,1,Genesis1:16,WORD,light,H3974
227,KJV,Genesis,1,Genesis1:16,PHRASE,to rule,H4475
228,KJV,Genesis,1,Genesis1:16,PHRASE,the night:,H3915
229,KJV,Genesis,1,Genesis1:16,PHRASE,[he made],
230,KJV,Genesis,1,Genesis1:16,PHRASE,the stars,H3556
231,KJV,Genesis,1,Genesis1:16,WORD,also.,H853
232,KJV,Genesis,1,Genesis1:17,WORD,And,H5414
233,KJV,Genesis,1,Genesis1:17,WORD,God,H430
234,KJV,Genesis,1,Genesis1:17,WORD,set,H5414
235,KJV,Genesis,1,Genesis1:17,WORD,them,H853
236,KJV,Genesis,1,Genesis1:17,PHRASE,in the firmament,H7549
237,KJV,Genesis,1,Genesis1:17,PHRASE,of the heaven,H8064
238,KJV,Genesis,1,Genesis1:17,PHRASE,to give light,H215
239,KJV,Genesis,1,Genesis1:17,WORD,upon,H5921
240,KJV,Genesis,1,Genesis1:17,PHRASE,"the earth,",H776
241,KJV,Genesis,1,Genesis1:18,PHRASE,And to rule,H4910
242,KJV,Genesis,1,Genesis1:18,PHRASE,over the day,H3117
243,KJV,Genesis,1,Genesis1:18,PHRASE,"and over the night,",H3915
244,KJV,Genesis,1,Genesis1:18,PHRASE,and to divide,H914
245,KJV,Genesis,1,Genesis1:18,PHRASE,the light,H216
246,KJV,Genesis,1,Genesis1:18,WORD,from,H996
247,KJV,Genesis,1,Genesis1:18,PHRASE,the darkness:,H2822
248,KJV,Genesis,1,Genesis1:18,WORD,and,H7200
249,KJV,Genesis,1,Genesis1:18,WORD,God,H430
250,KJV,Genesis,1,Genesis1:18,WORD,saw,H7200
251,KJV,Genesis,1,Genesis1:18,WORD,that,H3588
252,KJV,Genesis,1,Genesis1:18,PHRASE,[it was],
253,KJV,Genesis,1,Genesis1:18,WORD,good.,H2896
254,KJV,Genesis,1,Genesis1:19,WORD,And,H1961
255,KJV,Genesis,1,Genesis1:19,PHRASE,the evening,H6153
256,KJV,Genesis,1,Genesis1:19,WORD,and,H1961
257,KJV,Genesis,1,Genesis1:19,PHRASE,the morning,H1242
258,KJV,Genesis,1,Genesis1:19,WORD,were,H1961
259,KJV,Genesis,1,Genesis1:19,PHRASE,the fourth,H7243
260,KJV,Genesis,1,Genesis1:19,WORD,day.,H3117
261,KJV,Genesis,1,Genesis1:20,WORD,And,H559
262,KJV,Genesis,1,Genesis1:20,WORD,God,H430
263,KJV,Genesis,1,Genesis1:20,WORD,"said,",H559
264,KJV,Genesis,1,Genesis1:20,WORD,Let,H8317
265,KJV,Genesis,1,Genesis1:20,PHRASE,the waters,H4325
266,KJV,Genesis,1,Genesis1:20,PHRASE,bring forth abundantly,H8317
267,KJV,Genesis,1,Genesis1:20,PHRASE,the moving creature,H8318
268,KJV,Genesis,1,Genesis1:20,PHRASE,that hath,H5315
269,KJV,Genesis,1,Genesis1:20,WORD,"life,",H2416
270,KJV,Genesis,1,Genesis1:20,PHRASE,and fowl,H5775
271,KJV,Genesis,1,Genesis1:20,WORD,[that],
272,KJV,Genesis,1,Genesis1:20,PHRASE,may fly,H5774
273,KJV,Genesis,1,Genesis1:20,WORD,above,H5921
274,KJV,Genesis,1,Genesis1:20,PHRASE,the earth,H776
275,KJV,Genesis,1,Genesis1:20,WORD,in,H5921
276,KJV,Genesis,1,Genesis1:20,PHRASE,the open,H6440
277,KJV,Genesis,1,Genesis1:20,WORD,firmament,H7549
278,KJV,Genesis,1,Genesis1:20,PHRASE,of heaven.,H8064
279,KJV,Genesis,1,Genesis1:21,WORD,And,H1254
280,KJV,Genesis,1,Genesis1:21,WORD,God,H430
281,KJV,Genesis,1,Genesis1:21,WORD,created,H1254
282,KJV,Genesis,1,Genesis1:21,WORD,great,H1419
283,KJV,Genesis,1,Genesis1:21,WORD,"whales,",H8577
284,KJV,Genesis,1,Genesis1:21,WORD,and,H853
285,KJV,Genesis,1,Genesis1:21,WORD,every,H3605
286,KJV,Genesis,1,Genesis1:21,WORD,living,H2416
287,KJV,Genesis,1,Genesis1:21,WORD,creature,H5315
288,KJV,Genesis,1,Genesis1:21,PHRASE,"that moveth,",H7430
289,KJV,Genesis,1,Genesis1:21,WORD,which,H834
290,KJV,Genesis,1,Genesis1:21,PHRASE,the waters,H4325
291,KJV,Genesis,1,Genesis1:21,PHRASE,"brought forth abundantly,",H8317
292,KJV,Genesis,1,Genesis1:21,PHRASE,"after their kind,",H4327
293,KJV,Genesis,1,Genesis1:21,WORD,and,H853
294,KJV,Genesis,1,Genesis1:21,WORD,every,H3605
295,KJV,Genesis,1,Genesis1:21,WORD,winged,H3671
296,KJV,Genesis,1,Genesis1:21,WORD,fowl,H5775
297,KJV,Genesis,1,Genesis1:21,PHRASE,after his kind:,H4327
298,KJV,Genesis,1,Genesis1:21,WORD,and,H7200
299,KJV,Genesis,1,Genesis1:21,WORD,God,H430
300,KJV,Genesis,1,Genesis1:21,WORD,saw,H7200
301,KJV,Genesis,1,Genesis1:21,WORD,that,H3588
302,KJV,Genesis,1,Genesis1:21,PHRASE,[it was],
303,KJV,Genesis,1,Genesis1:21,WORD,good.,H2896
304,KJV,Genesis,1,Genesis1:22,WORD,And,H1288
305,KJV,Genesis,1,Genesis1:22,WORD,God,H430
306,KJV,Genesis,1,Genesis1:22,WORD,blessed,H1288
307,KJV,Genesis,1,Genesis1:22,WORD,"them,",H853
308,KJV,Genesis,1,Genesis1:22,WORD,"saying,",H559
309,KJV,Genesis,1,Genesis1:22,PHRASE,"Be fruitful,",H6509
310,KJV,Genesis,1,Genesis1:22,PHRASE,"and multiply,",H7235
311,KJV,Genesis,1,Genesis1:22,PHRASE,and fill,H4390
312,KJV,Genesis,1,Genesis1:22,PHRASE,the waters,H4325
313,KJV,Genesis,1,Genesis1:22,PHRASE,"in the seas,",H3220
314,KJV,Genesis,1,Genesis1:22,WORD,and,H5775
315,KJV,Genesis,1,Genesis1:22,WORD,let,H7235
316,KJV,Genesis,1,Genesis1:22,WORD,fowl,H5775
317,KJV,Genesis,1,Genesis1:22,WORD,multiply,H7235
318,KJV,Genesis,1,Genesis1:22,PHRASE,in the earth.,H776
319,KJV,Genesis,1,Genesis1:23,WORD,And,H1961
320,KJV,Genesis,1,Genesis1:23,PHRASE,the evening,H6153
321,KJV,Genesis,1,Genesis1:23,WORD,and,H1961
322,KJV,Genesis,1,Genesis1:23,PHRASE,the morning,H1242
323,KJV,Genesis,1,Genesis1:23,WORD,were,H1961
324,KJV,Genesis,1,Genesis1:23,PHRASE,the fifth,H2549
325,KJV,Genesis,1,Genesis1:23,WORD,day.,H3117
326,KJV,Genesis,1,Genesis1:24,WORD,And,H559
327,KJV,Genesis,1,Genesis1:24,WORD,God,H430
328,KJV,Genesis,1,Genesis1:24,WORD,"said,",H559
329,KJV,Genesis,1,Genesis1:24,WORD,Let,H3318
330,KJV,Genesis,1,Genesis1:24,PHRASE,the earth,H776
331,KJV,Genesis,1,Genesis1:24,PHRASE,bring forth,H3318
332,KJV,Genesis,1,Genesis1:24,WORD,the,H5315
333,KJV,Genesis,1,Genesis1:24,WORD,living,H2416
334,KJV,Genesis,1,Genesis1:24,WORD,creature,H5315
335,KJV,Genesis,1,Genesis1:24,PHRASE,"after his kind,",H4327
336,KJV,Genesis,1,Genesis1:24,WORD,"cattle,",H929
337,KJV,Genesis,1,Genesis1:24,PHRASE,"and creeping thing,",H7431
338,KJV,Genesis,1,Genesis1:24,PHRASE,and beast,H2416
339,KJV,Genesis,1,Genesis1:24,PHRASE,of the earth,H776
340,KJV,Genesis,1,Genesis1:24,PHRASE,after his kind:,H4327
341,KJV,Genesis,1,Genesis1:24,PHRASE,and it was,H1961
342,KJV,Genesis,1,Genesis1:24,WORD,so.,H3651
343,KJV,Genesis,1,Genesis1:25,WORD,And,H6213
344,KJV,Genesis,1,Genesis1:25,WORD,God,H430
345,KJV,Genesis,1,Genesis1:25,WORD,made,H6213
346,KJV,Genesis,1,Genesis1:25,PHRASE,the beast,H2416
347,KJV,Genesis,1,Genesis1:25,PHRASE,of the earth,H776
348,KJV,Genesis,1,Genesis1:25,PHRASE,"after his kind,",H4327
349,KJV,Genesis,1,Genesis1:25,WORD,and,H853
350,KJV,Genesis,1,Genesis1:25,WORD,cattle,H929
351,KJV,Genesis,1,Genesis1:25,PHRASE,"after their kind,",H4327
352,KJV,Genesis,1,Genesis1:25,WORD,and,H853
353,KJV,Genesis,1,Genesis1:25,WORD,every,H3605
354,KJV,Genesis,1,Genesis1:25,PHRASE,thing that creepeth,H7431
355,KJV,Genesis,1,Genesis1:25,PHRASE,upon the earth,H127
356,KJV,Genesis,1,Genesis1:25,PHRASE,after his kind:,H4327
357,KJV,Genesis,1,Genesis1:25,WORD,and,H7200
358,KJV,Genesis,1,Genesis1:25,WORD,God,H430
359,KJV,Genesis,1,Genesis1:25,WORD,saw,H7200
360,KJV,Genesis,1,Genesis1:25,WORD,that,H3588
361,KJV,Genesis,1,Genesis1:25,PHRASE,[it was],
362,KJV,Genesis,1,Genesis1:25,WORD,good.,H2896
363,KJV,Genesis,1,Genesis1:26,WORD,And,H559
364,KJV,Genesis,1,Genesis1:26,WORD,God,H430
365,KJV,Genesis,1,Genesis1:26,WORD,"said,",H559
366,KJV,Genesis,1,Genesis1:26,PHRASE,Let us make,H6213
367,KJV,Genesis,1,Genesis1:26,WORD,man,H120
368,KJV,Genesis,1,Genesis1:26,PHRASE,"in our image,",H6754
369,KJV,Genesis,1,Genesis1:26,PHRASE,after our likeness:,H1823
370,KJV,Genesis,1,Genesis1:26,PHRASE,and let them have dominion,H7287
371,KJV,Genesis,1,Genesis1:26,PHRASE,over the fish,H1710
372,KJV,Genesis,1,Genesis1:26,PHRASE,"of the sea,",H3220
373,KJV,Genesis,1,Genesis1:26,PHRASE,and over the fowl,H5775
374,KJV,Genesis,1,Genesis1:26,PHRASE,"of the air,",H8064
375,KJV,Genesis,1,Genesis1:26,PHRASE,"and over the cattle,",H929
376,KJV,Genesis,1,Genesis1:26,PHRASE,and over all,H3605
377,KJV,Genesis,1,Genesis1:26,PHRASE,"the earth,",H776
378,KJV,Genesis,1,Genesis1:26,PHRASE,and over every,H3605
379,KJV,Genesis,1,Genesis1:26,PHRASE,creeping thing,H7431
380,KJV,Genesis,1,Genesis1:26,PHRASE,that creepeth,H7430
381,KJV,Genesis,1,Genesis1:26,WORD,upon,H5921
382,KJV,Genesis,1,Genesis1:26,PHRASE,the earth.,H776
383,KJV,Genesis,1,Genesis1:27,WORD,So,H1254
384,KJV,Genesis,1,Genesis1:27,WORD,God,H430
385,KJV,Genesis,1,Genesis1:27,WORD,created,H1254
386,KJV,Genesis,1,Genesis1:27,WORD,man,H120
387,KJV,Genesis,1,Genesis1:27,PHRASE,"in his [own] image,",H6754
388,KJV,Genesis,1,Genesis1:27,PHRASE,in the image,H6754
389,KJV,Genesis,1,Genesis1:27,PHRASE,of God,H430
390,KJV,Genesis,1,Genesis1:27,PHRASE,created he,H1254
391,KJV,Genesis,1,Genesis1:27,WORD,him;,H853
392,KJV,Genesis,1,Genesis1:27,WORD,male,H2145
393,KJV,Genesis,1,Genesis1:27,PHRASE,and female,H5347
394,KJV,Genesis,1,Genesis1:27,PHRASE,created he,H1254
395,KJV,Genesis,1,Genesis1:27,WORD,them.,H853
396,KJV,Genesis,1,Genesis1:28,WORD,And,H1288
397,KJV,Genesis,1,Genesis1:28,WORD,God,H430
398,KJV,Genesis,1,Genesis1:28,WORD,blessed,H1288
399,KJV,Genesis,1,Genesis1:28,WORD,"them,",H853
400,KJV,Genesis,1,Genesis1:28,WORD,and,H559
401,KJV,Genesis,1,Genesis1:28,WORD,God,H430
402,KJV,Genesis,1,Genesis1:28,WORD,said,H559
403,KJV,Genesis,1,Genesis1:28,PHRASE,"unto them,",
404,KJV,Genesis,1,Genesis1:28,PHRASE,"Be fruitful,",H6509
405,KJV,Genesis,1,Genesis1:28,PHRASE,"and multiply,",H7235
406,KJV,Genesis,1,Genesis1:28,PHRASE,and replenish,H4390
407,KJV,Genesis,1,Genesis1:28,PHRASE,"the earth,",H776
408,KJV,Genesis,1,Genesis1:28,PHRASE,and subdue it:,H3533
409,KJV,Genesis,1,Genesis1:28,PHRASE,and have dominion,H7287
410,KJV,Genesis,1,Genesis1:28,PHRASE,over the fish,H1710
411,KJV,Genesis,1,Genesis1:28,PHRASE,"of the sea,",H3220
412,KJV,Genesis,1,Genesis1:28,PHRASE,and over the fowl,H5775
413,KJV,Genesis,1,Genesis1:28,PHRASE,"of the air,",H8064
414,KJV,Genesis,1,Genesis1:28,PHRASE,and over every,H3605
415,KJV,Genesis,1,Genesis1:28,PHRASE,living thing,H2416
416,KJV,Genesis,1,Genesis1:28,PHRASE,that moveth,H7430
417,KJV,Genesis,1,Genesis1:28,WORD,upon,H5921
418,KJV,Genesis,1,Genesis1:28,PHRASE,the earth.,H776
419,KJV,Genesis,1,Genesis1:29,WORD,And,H559
