bible_version,bible_book,bible_chapter,bible_verse,verse_part_type,verse_part,hebrew_id
KJV,Exodus,7,Exodus7:22,WORD,neither,H3808
KJV,Exodus,7,Exodus7:22,PHRASE,did he hearken,H8085
KJV,Exodus,7,Exodus7:22,PHRASE,unto them;,H413
KJV,Exodus,7,Exodus7:22,WORD,as,H834
KJV,Exodus,7,Exodus7:22,PHRASE,the LORD,H3068
KJV,Exodus,7,Exodus7:22,PHRASE,had said.,H1696
KJV,Exodus,7,Exodus7:23,WORD,And,H6437
KJV,Exodus,7,Exodus7:23,WORD,Pharaoh,H6547
KJV,Exodus,7,Exodus7:23,WORD,turned,H6437
KJV,Exodus,7,Exodus7:23,PHRASE,and went,H935
KJV,Exodus,7,Exodus7:23,WORD,into,H413
KJV,Exodus,7,Exodus7:23,PHRASE,"his house,",H1004
KJV,Exodus,7,Exodus7:23,WORD,neither,H3808
KJV,Exodus,7,Exodus7:23,PHRASE,did he set,H7896
KJV,Exodus,7,Exodus7:23,PHRASE,his heart,H3820
KJV,Exodus,7,Exodus7:23,PHRASE,to this,H2063
KJV,Exodus,7,Exodus7:23,WORD,also.,H1571
KJV,Exodus,7,Exodus7:24,WORD,And,H2658
KJV,Exodus,7,Exodus7:24,WORD,all,H3605
KJV,Exodus,7,Exodus7:24,PHRASE,the Egyptians,H4713
KJV,Exodus,7,Exodus7:24,WORD,digged,H2658
KJV,Exodus,7,Exodus7:24,PHRASE,round about,H5439
KJV,Exodus,7,Exodus7:24,PHRASE,the river,H2975
KJV,Exodus,7,Exodus7:24,PHRASE,for water,H4325
KJV,Exodus,7,Exodus7:24,PHRASE,to drink;,H8354
KJV,Exodus,7,Exodus7:24,WORD,for,H3588
KJV,Exodus,7,Exodus7:24,PHRASE,they could,H3201
KJV,Exodus,7,Exodus7:24,WORD,not,H3808
KJV,Exodus,7,Exodus7:24,WORD,drink,H8354
KJV,Exodus,7,Exodus7:24,PHRASE,of the water,H4325
KJV,Exodus,7,Exodus7:24,PHRASE,of the river.,H2975
KJV,Exodus,7,Exodus7:25,WORD,And,H4390
KJV,Exodus,7,Exodus7:25,WORD,seven,H7651
KJV,Exodus,7,Exodus7:25,WORD,days,H3117
KJV,Exodus,7,Exodus7:25,PHRASE,"were fulfilled,",H4390
KJV,Exodus,7,Exodus7:25,PHRASE,after that,H310
KJV,Exodus,7,Exodus7:25,PHRASE,the LORD,H3068
KJV,Exodus,7,Exodus7:25,PHRASE,had smitten,H5221
KJV,Exodus,7,Exodus7:25,PHRASE,the river.,H2975
KJV,Exodus,8,Exodus8:1,WORD,And,H559
KJV,Exodus,8,Exodus8:1,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:1,WORD,spake,H559
KJV,Exodus,8,Exodus8:1,WORD,unto,H413
KJV,Exodus,8,Exodus8:1,WORD,"Moses,",H4872
KJV,Exodus,8,Exodus8:1,WORD,Go,H935
KJV,Exodus,8,Exodus8:1,WORD,unto,H413
KJV,Exodus,8,Exodus8:1,WORD,"Pharaoh,",H6547
KJV,Exodus,8,Exodus8:1,PHRASE,and say,H559
KJV,Exodus,8,Exodus8:1,PHRASE,"unto him,",H413
KJV,Exodus,8,Exodus8:1,WORD,Thus,H3541
KJV,Exodus,8,Exodus8:1,WORD,saith,H559
KJV,Exodus,8,Exodus8:1,PHRASE,"the LORD,",H3068
KJV,Exodus,8,Exodus8:1,WORD,Let,H7971
KJV,Exodus,8,Exodus8:1,PHRASE,my people,H5971
KJV,Exodus,8,Exodus8:1,WORD,"go,",H7971
KJV,Exodus,8,Exodus8:1,PHRASE,that they may serve me.,H5647
KJV,Exodus,8,Exodus8:2,PHRASE,And if,H518
KJV,Exodus,8,Exodus8:2,WORD,thou,H859
KJV,Exodus,8,Exodus8:2,WORD,refuse,H3986
KJV,Exodus,8,Exodus8:2,PHRASE,to let,H7971
KJV,Exodus,8,Exodus8:2,WORD,[them],
KJV,Exodus,8,Exodus8:2,WORD,"go,",H7971
KJV,Exodus,8,Exodus8:2,WORD,"behold,",H2009
KJV,Exodus,8,Exodus8:2,WORD,I,H595
KJV,Exodus,8,Exodus8:2,PHRASE,will smite,H5062
KJV,Exodus,8,Exodus8:2,WORD,all,H3605
KJV,Exodus,8,Exodus8:2,PHRASE,thy borders,H1366
KJV,Exodus,8,Exodus8:2,PHRASE,with frogs:,H6854
KJV,Exodus,8,Exodus8:3,WORD,And,H8317
KJV,Exodus,8,Exodus8:3,PHRASE,the river,H2975
KJV,Exodus,8,Exodus8:3,PHRASE,shall bring forth,H8317
KJV,Exodus,8,Exodus8:3,WORD,frogs,H6854
KJV,Exodus,8,Exodus8:3,WORD,"abundantly,",H8317
KJV,Exodus,8,Exodus8:3,PHRASE,which shall go up,H5927
KJV,Exodus,8,Exodus8:3,PHRASE,and come,H935
KJV,Exodus,8,Exodus8:3,PHRASE,"into thine house,",H1004
KJV,Exodus,8,Exodus8:3,PHRASE,and into,H2315
KJV,Exodus,8,Exodus8:3,PHRASE,"thy bedchamber,",H4904
KJV,Exodus,8,Exodus8:3,PHRASE,and upon,H5921
KJV,Exodus,8,Exodus8:3,PHRASE,"thy bed,",H4296
KJV,Exodus,8,Exodus8:3,PHRASE,and into the house,H1004
KJV,Exodus,8,Exodus8:3,PHRASE,"of thy servants,",H5650
KJV,Exodus,8,Exodus8:3,PHRASE,"and upon thy people,",H5971
KJV,Exodus,8,Exodus8:3,PHRASE,"and into thine ovens,",H8574
KJV,Exodus,8,Exodus8:3,PHRASE,and into thy kneadingtroughs:,H4863
KJV,Exodus,8,Exodus8:4,WORD,And,
KJV,Exodus,8,Exodus8:4,PHRASE,the frogs,H6854
KJV,Exodus,8,Exodus8:4,PHRASE,shall come up,H5927
KJV,Exodus,8,Exodus8:4,PHRASE,"both on thee,",
KJV,Exodus,8,Exodus8:4,PHRASE,"and upon thy people,",H5971
KJV,Exodus,8,Exodus8:4,PHRASE,and upon all,H3605
KJV,Exodus,8,Exodus8:4,PHRASE,thy servants.,H5650
KJV,Exodus,8,Exodus8:5,WORD,And,H559
KJV,Exodus,8,Exodus8:5,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:5,WORD,spake,H559
KJV,Exodus,8,Exodus8:5,WORD,unto,H413
KJV,Exodus,8,Exodus8:5,WORD,"Moses,",H4872
KJV,Exodus,8,Exodus8:5,WORD,Say,H559
KJV,Exodus,8,Exodus8:5,WORD,unto,H413
KJV,Exodus,8,Exodus8:5,WORD,"Aaron,",H175
KJV,Exodus,8,Exodus8:5,PHRASE,Stretch forth,H5186
KJV,Exodus,8,Exodus8:5,PHRASE,thine hand,H3027
KJV,Exodus,8,Exodus8:5,PHRASE,with thy rod,H4294
KJV,Exodus,8,Exodus8:5,WORD,over,H5921
KJV,Exodus,8,Exodus8:5,PHRASE,"the streams,",H5104
KJV,Exodus,8,Exodus8:5,WORD,over,H5921
KJV,Exodus,8,Exodus8:5,PHRASE,"the rivers,",H2975
KJV,Exodus,8,Exodus8:5,PHRASE,and over,H5921
KJV,Exodus,8,Exodus8:5,PHRASE,"the ponds,",H98
KJV,Exodus,8,Exodus8:5,PHRASE,and cause,H5927
KJV,Exodus,8,Exodus8:5,WORD,frogs,H6854
KJV,Exodus,8,Exodus8:5,PHRASE,to come up,H5927
KJV,Exodus,8,Exodus8:5,WORD,upon,H5921
KJV,Exodus,8,Exodus8:5,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:5,PHRASE,of Egypt.,H4714
KJV,Exodus,8,Exodus8:6,WORD,And,H5186
KJV,Exodus,8,Exodus8:6,WORD,Aaron,H175
KJV,Exodus,8,Exodus8:6,PHRASE,stretched out,H5186
KJV,Exodus,8,Exodus8:6,PHRASE,his hand,H3027
KJV,Exodus,8,Exodus8:6,WORD,over,H5921
KJV,Exodus,8,Exodus8:6,PHRASE,the waters,H4325
KJV,Exodus,8,Exodus8:6,PHRASE,of Egypt;,H4714
KJV,Exodus,8,Exodus8:6,WORD,and,H5927
KJV,Exodus,8,Exodus8:6,PHRASE,the frogs,H6854
KJV,Exodus,8,Exodus8:6,PHRASE,"came up,",H5927
KJV,Exodus,8,Exodus8:6,PHRASE,and covered,H3680
KJV,Exodus,8,Exodus8:6,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:6,PHRASE,of Egypt.,H4714
KJV,Exodus,8,Exodus8:7,WORD,And,H6213
KJV,Exodus,8,Exodus8:7,PHRASE,the magicians,H2748
KJV,Exodus,8,Exodus8:7,WORD,did,H6213
KJV,Exodus,8,Exodus8:7,WORD,so,H3651
KJV,Exodus,8,Exodus8:7,PHRASE,"with their enchantments,",H3909
KJV,Exodus,8,Exodus8:7,PHRASE,and brought up,H5927
KJV,Exodus,8,Exodus8:7,WORD,frogs,H6854
KJV,Exodus,8,Exodus8:7,WORD,upon,H5921
KJV,Exodus,8,Exodus8:7,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:7,PHRASE,of Egypt.,H4714
KJV,Exodus,8,Exodus8:8,WORD,Then,H7121
KJV,Exodus,8,Exodus8:8,WORD,Pharaoh,H6547
KJV,Exodus,8,Exodus8:8,WORD,called,H7121
KJV,Exodus,8,Exodus8:8,PHRASE,for Moses,H4872
KJV,Exodus,8,Exodus8:8,PHRASE,"and Aaron,",H175
KJV,Exodus,8,Exodus8:8,PHRASE,"and said,",H559
KJV,Exodus,8,Exodus8:8,WORD,Intreat,H6279
KJV,Exodus,8,Exodus8:8,PHRASE,"the LORD,",H3068
KJV,Exodus,8,Exodus8:8,PHRASE,that he may take away,H5493
KJV,Exodus,8,Exodus8:8,PHRASE,the frogs,H6854
KJV,Exodus,8,Exodus8:8,PHRASE,"from me,",H4480
KJV,Exodus,8,Exodus8:8,PHRASE,and from my people;,H5971
KJV,Exodus,8,Exodus8:8,PHRASE,and I will let,H7971
KJV,Exodus,8,Exodus8:8,PHRASE,the people,H5971
KJV,Exodus,8,Exodus8:8,WORD,"go,",H7971
KJV,Exodus,8,Exodus8:8,PHRASE,that they may do sacrifice,H2076
KJV,Exodus,8,Exodus8:8,PHRASE,unto the LORD.,H3068
KJV,Exodus,8,Exodus8:9,WORD,And,H559
KJV,Exodus,8,Exodus8:9,WORD,Moses,H4872
KJV,Exodus,8,Exodus8:9,WORD,said,H559
KJV,Exodus,8,Exodus8:9,PHRASE,"unto Pharaoh,",H6547
KJV,Exodus,8,Exodus8:9,WORD,Glory,H6286
KJV,Exodus,8,Exodus8:9,PHRASE,over me:,H5921
KJV,Exodus,8,Exodus8:9,WORD,when,H4970
KJV,Exodus,8,Exodus8:9,PHRASE,shall I intreat,H6279
KJV,Exodus,8,Exodus8:9,PHRASE,"for thee,",
KJV,Exodus,8,Exodus8:9,PHRASE,"and for thy servants,",H5650
KJV,Exodus,8,Exodus8:9,PHRASE,"and for thy people,",H5971
KJV,Exodus,8,Exodus8:9,PHRASE,to destroy,H3772
KJV,Exodus,8,Exodus8:9,PHRASE,the frogs,H6854
KJV,Exodus,8,Exodus8:9,PHRASE,from thee,H4480
KJV,Exodus,8,Exodus8:9,PHRASE,"and thy houses,",H1004
KJV,Exodus,8,Exodus8:9,WORD,[that],
KJV,Exodus,8,Exodus8:9,PHRASE,they may remain,H7604
KJV,Exodus,8,Exodus8:9,PHRASE,in the river,H2975
KJV,Exodus,8,Exodus8:9,WORD,only?,H7535
KJV,Exodus,8,Exodus8:10,PHRASE,"And he said,",H559
KJV,Exodus,8,Exodus8:10,PHRASE,To morrow.,H4279
KJV,Exodus,8,Exodus8:10,PHRASE,"And he said,",H559
KJV,Exodus,8,Exodus8:10,PHRASE,[Be it],
KJV,Exodus,8,Exodus8:10,PHRASE,according to thy word:,H1697
KJV,Exodus,8,Exodus8:10,WORD,that,H4616
KJV,Exodus,8,Exodus8:10,PHRASE,thou mayest know,H3045
KJV,Exodus,8,Exodus8:10,WORD,that,H3588
KJV,Exodus,8,Exodus8:10,PHRASE,[there is],
KJV,Exodus,8,Exodus8:10,WORD,none,H369
KJV,Exodus,8,Exodus8:10,PHRASE,like unto the LORD,H3068
KJV,Exodus,8,Exodus8:10,PHRASE,our God.,H430
KJV,Exodus,8,Exodus8:11,WORD,And,H5493
KJV,Exodus,8,Exodus8:11,PHRASE,the frogs,H6854
KJV,Exodus,8,Exodus8:11,PHRASE,shall depart,H5493
KJV,Exodus,8,Exodus8:11,PHRASE,"from thee,",H4480
KJV,Exodus,8,Exodus8:11,PHRASE,"and from thy houses,",H1004
KJV,Exodus,8,Exodus8:11,PHRASE,"and from thy servants,",H5650
KJV,Exodus,8,Exodus8:11,PHRASE,and from thy people;,H5971
KJV,Exodus,8,Exodus8:11,PHRASE,they shall remain,H7604
KJV,Exodus,8,Exodus8:11,PHRASE,in the river,H2975
KJV,Exodus,8,Exodus8:11,WORD,only.,H7535
KJV,Exodus,8,Exodus8:12,WORD,And,H3318
KJV,Exodus,8,Exodus8:12,WORD,Moses,H4872
KJV,Exodus,8,Exodus8:12,PHRASE,and Aaron,H175
KJV,Exodus,8,Exodus8:12,PHRASE,went out,H3318
KJV,Exodus,8,Exodus8:12,WORD,from,H5973
KJV,Exodus,8,Exodus8:12,WORD,Pharaoh:,H6547
KJV,Exodus,8,Exodus8:12,WORD,and,H6817
KJV,Exodus,8,Exodus8:12,WORD,Moses,H4872
KJV,Exodus,8,Exodus8:12,WORD,cried,H6817
KJV,Exodus,8,Exodus8:12,WORD,unto,H413
KJV,Exodus,8,Exodus8:12,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:12,PHRASE,because of,H5921
KJV,Exodus,8,Exodus8:12,WORD,,H1697
KJV,Exodus,8,Exodus8:12,PHRASE,the frogs,H6854
KJV,Exodus,8,Exodus8:12,WORD,which,H834
KJV,Exodus,8,Exodus8:12,PHRASE,he had brought,H7760
KJV,Exodus,8,Exodus8:12,PHRASE,against Pharaoh.,H6547
KJV,Exodus,8,Exodus8:13,WORD,And,H6213
KJV,Exodus,8,Exodus8:13,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:13,WORD,did,H6213
KJV,Exodus,8,Exodus8:13,PHRASE,according to the word,H1697
KJV,Exodus,8,Exodus8:13,PHRASE,of Moses;,H4872
KJV,Exodus,8,Exodus8:13,WORD,and,H4191
KJV,Exodus,8,Exodus8:13,PHRASE,the frogs,H6854
KJV,Exodus,8,Exodus8:13,WORD,died,H4191
KJV,Exodus,8,Exodus8:13,PHRASE,out of,H4480
KJV,Exodus,8,Exodus8:13,PHRASE,"the houses,",H1004
KJV,Exodus,8,Exodus8:13,PHRASE,out of,H4480
KJV,Exodus,8,Exodus8:13,PHRASE,"the villages,",H2691
KJV,Exodus,8,Exodus8:13,PHRASE,and out of,H4480
KJV,Exodus,8,Exodus8:13,PHRASE,the fields.,H7704
KJV,Exodus,8,Exodus8:14,PHRASE,And they gathered,H6651
KJV,Exodus,8,Exodus8:14,WORD,them,H853
KJV,Exodus,8,Exodus8:14,WORD,together,H6651
KJV,Exodus,8,Exodus8:14,WORD,,H2563
KJV,Exodus,8,Exodus8:14,PHRASE,upon heaps:,H2563
KJV,Exodus,8,Exodus8:14,WORD,and,H887
KJV,Exodus,8,Exodus8:14,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:14,WORD,stank.,H887
KJV,Exodus,8,Exodus8:15,PHRASE,But when,H7200
KJV,Exodus,8,Exodus8:15,WORD,Pharaoh,H6547
KJV,Exodus,8,Exodus8:15,WORD,saw,H7200
KJV,Exodus,8,Exodus8:15,WORD,that,H3588
KJV,Exodus,8,Exodus8:15,PHRASE,there was,H1961
KJV,Exodus,8,Exodus8:15,WORD,"respite,",H7309
KJV,Exodus,8,Exodus8:15,PHRASE,he hardened,H3513
KJV,Exodus,8,Exodus8:15,PHRASE,"his heart,",H3820
KJV,Exodus,8,Exodus8:15,WORD,and,H3808
KJV,Exodus,8,Exodus8:15,WORD,hearkened,H8085
KJV,Exodus,8,Exodus8:15,WORD,not,H3808
KJV,Exodus,8,Exodus8:15,PHRASE,unto them;,H413
KJV,Exodus,8,Exodus8:15,WORD,as,H834
KJV,Exodus,8,Exodus8:15,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:15,PHRASE,had said.,H1696
KJV,Exodus,8,Exodus8:16,WORD,And,H559
KJV,Exodus,8,Exodus8:16,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:16,WORD,said,H559
KJV,Exodus,8,Exodus8:16,WORD,unto,H413
KJV,Exodus,8,Exodus8:16,WORD,"Moses,",H4872
KJV,Exodus,8,Exodus8:16,WORD,Say,H559
KJV,Exodus,8,Exodus8:16,WORD,unto,H413
KJV,Exodus,8,Exodus8:16,WORD,"Aaron,",H175
KJV,Exodus,8,Exodus8:16,PHRASE,Stretch out,H5186
KJV,Exodus,8,Exodus8:16,PHRASE,"thy rod,",H4294
KJV,Exodus,8,Exodus8:16,PHRASE,and smite,H5221
KJV,Exodus,8,Exodus8:16,PHRASE,the dust,H6083
KJV,Exodus,8,Exodus8:16,PHRASE,"of the land,",H776
KJV,Exodus,8,Exodus8:16,PHRASE,that it may become,H1961
KJV,Exodus,8,Exodus8:16,WORD,lice,H3654
KJV,Exodus,8,Exodus8:16,PHRASE,throughout all,H3605
KJV,Exodus,8,Exodus8:16,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:16,PHRASE,of Egypt.,H4714
KJV,Exodus,8,Exodus8:17,PHRASE,And they did,H6213
KJV,Exodus,8,Exodus8:17,WORD,so;,H3651
KJV,Exodus,8,Exodus8:17,WORD,for,H5186
KJV,Exodus,8,Exodus8:17,WORD,Aaron,H175
KJV,Exodus,8,Exodus8:17,PHRASE,stretched out,H5186
KJV,Exodus,8,Exodus8:17,PHRASE,his hand,H3027
KJV,Exodus,8,Exodus8:17,PHRASE,"with his rod,",H4294
KJV,Exodus,8,Exodus8:17,PHRASE,and smote,H5221
KJV,Exodus,8,Exodus8:17,PHRASE,the dust,H6083
KJV,Exodus,8,Exodus8:17,PHRASE,"of the earth,",H776
KJV,Exodus,8,Exodus8:17,PHRASE,and it became,H1961
KJV,Exodus,8,Exodus8:17,WORD,lice,H3654
KJV,Exodus,8,Exodus8:17,PHRASE,"in man,",H120
KJV,Exodus,8,Exodus8:17,PHRASE,and in beast;,H929
KJV,Exodus,8,Exodus8:17,WORD,all,H3605
KJV,Exodus,8,Exodus8:17,PHRASE,the dust,H6083
KJV,Exodus,8,Exodus8:17,PHRASE,of the land,H776
KJV,Exodus,8,Exodus8:17,WORD,became,H1961
KJV,Exodus,8,Exodus8:17,WORD,lice,H3654
KJV,Exodus,8,Exodus8:17,PHRASE,throughout all,H3605
KJV,Exodus,8,Exodus8:17,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:17,PHRASE,of Egypt.,H4714
KJV,Exodus,8,Exodus8:18,WORD,And,H6213
KJV,Exodus,8,Exodus8:18,PHRASE,the magicians,H2748
KJV,Exodus,8,Exodus8:18,WORD,did,H6213
KJV,Exodus,8,Exodus8:18,WORD,so,H3651
KJV,Exodus,8,Exodus8:18,PHRASE,with their enchantments,H3909
KJV,Exodus,8,Exodus8:18,PHRASE,to bring forth,H3318
KJV,Exodus,8,Exodus8:18,WORD,"lice,",H3654
KJV,Exodus,8,Exodus8:18,WORD,but,H3808
KJV,Exodus,8,Exodus8:18,PHRASE,they could,H3201
KJV,Exodus,8,Exodus8:18,WORD,not:,H3808
KJV,Exodus,8,Exodus8:18,PHRASE,so there were,H1961
KJV,Exodus,8,Exodus8:18,WORD,lice,H3654
KJV,Exodus,8,Exodus8:18,PHRASE,"upon man,",H120
KJV,Exodus,8,Exodus8:18,PHRASE,and upon beast.,H929
KJV,Exodus,8,Exodus8:19,WORD,Then,H559
KJV,Exodus,8,Exodus8:19,PHRASE,the magicians,H2748
KJV,Exodus,8,Exodus8:19,WORD,said,H559
KJV,Exodus,8,Exodus8:19,WORD,unto,H413
KJV,Exodus,8,Exodus8:19,WORD,"Pharaoh,",H6547
KJV,Exodus,8,Exodus8:19,WORD,This,H1931
KJV,Exodus,8,Exodus8:19,WORD,[is],
KJV,Exodus,8,Exodus8:19,PHRASE,the finger,H676
KJV,Exodus,8,Exodus8:19,PHRASE,of God:,H430
KJV,Exodus,8,Exodus8:19,WORD,and,H2388
KJV,Exodus,8,Exodus8:19,WORD,Pharaoh's,H6547
KJV,Exodus,8,Exodus8:19,WORD,heart,H3820
KJV,Exodus,8,Exodus8:19,PHRASE,"was hardened,",H2388
KJV,Exodus,8,Exodus8:19,WORD,and,H3808
KJV,Exodus,8,Exodus8:19,PHRASE,he hearkened,H8085
KJV,Exodus,8,Exodus8:19,WORD,not,H3808
KJV,Exodus,8,Exodus8:19,PHRASE,unto them;,H413
KJV,Exodus,8,Exodus8:19,WORD,as,H834
KJV,Exodus,8,Exodus8:19,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:19,PHRASE,had said.,H1696
KJV,Exodus,8,Exodus8:20,WORD,And,H559
KJV,Exodus,8,Exodus8:20,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:20,WORD,said,H559
KJV,Exodus,8,Exodus8:20,WORD,unto,H413
KJV,Exodus,8,Exodus8:20,WORD,"Moses,",H4872
KJV,Exodus,8,Exodus8:20,PHRASE,Rise up early,H7925
KJV,Exodus,8,Exodus8:20,PHRASE,"in the morning,",H1242
KJV,Exodus,8,Exodus8:20,PHRASE,and stand,H3320
KJV,Exodus,8,Exodus8:20,WORD,before,H6440
KJV,Exodus,8,Exodus8:20,WORD,Pharaoh;,H6547
KJV,Exodus,8,Exodus8:20,WORD,"lo,",H2009
KJV,Exodus,8,Exodus8:20,PHRASE,he cometh forth,H3318
KJV,Exodus,8,Exodus8:20,PHRASE,to the water;,H4325
KJV,Exodus,8,Exodus8:20,PHRASE,and say,H559
KJV,Exodus,8,Exodus8:20,PHRASE,"unto him,",H413
KJV,Exodus,8,Exodus8:20,WORD,Thus,H3541
KJV,Exodus,8,Exodus8:20,WORD,saith,H559
KJV,Exodus,8,Exodus8:20,PHRASE,"the LORD,",H3068
KJV,Exodus,8,Exodus8:20,WORD,Let,H7971
KJV,Exodus,8,Exodus8:20,PHRASE,my people,H5971
KJV,Exodus,8,Exodus8:20,WORD,"go,",H7971
KJV,Exodus,8,Exodus8:20,PHRASE,that they may serve me.,H5647
KJV,Exodus,8,Exodus8:21,WORD,"Else,",H3588
KJV,Exodus,8,Exodus8:21,WORD,if,H518
KJV,Exodus,8,Exodus8:21,WORD,thou,H369
KJV,Exodus,8,Exodus8:21,WORD,wilt,H7971
KJV,Exodus,8,Exodus8:21,WORD,not,H369
KJV,Exodus,8,Exodus8:21,WORD,let,H7971
KJV,Exodus,8,Exodus8:21,PHRASE,my people,H5971
KJV,Exodus,8,Exodus8:21,WORD,"go,",H7971
KJV,Exodus,8,Exodus8:21,PHRASE,"behold, I",H2005
KJV,Exodus,8,Exodus8:21,PHRASE,will send,H7971
KJV,Exodus,8,Exodus8:21,WORD,swarms,H6157
KJV,Exodus,8,Exodus8:21,PHRASE,[of flies],
KJV,Exodus,8,Exodus8:21,PHRASE,"upon thee,",
KJV,Exodus,8,Exodus8:21,PHRASE,"and upon thy servants,",H5650
KJV,Exodus,8,Exodus8:21,PHRASE,"and upon thy people,",H5971
KJV,Exodus,8,Exodus8:21,PHRASE,and into thy houses:,H1004
KJV,Exodus,8,Exodus8:21,WORD,and,H4390
KJV,Exodus,8,Exodus8:21,PHRASE,the houses,H1004
KJV,Exodus,8,Exodus8:21,PHRASE,of the Egyptians,H4713
KJV,Exodus,8,Exodus8:21,PHRASE,shall be full,H4390
KJV,Exodus,8,Exodus8:21,PHRASE,of swarms,H6157
KJV,Exodus,8,Exodus8:21,PHRASE,"[of flies],",
KJV,Exodus,8,Exodus8:21,PHRASE,and also,H1571
KJV,Exodus,8,Exodus8:21,PHRASE,the ground,H127
KJV,Exodus,8,Exodus8:21,WORD,whereon,H834
KJV,Exodus,8,Exodus8:21,WORD,they,H1992
KJV,Exodus,8,Exodus8:21,WORD,[are].,
KJV,Exodus,8,Exodus8:22,PHRASE,And I will sever,H6395
KJV,Exodus,8,Exodus8:22,WORD,in,H3117
KJV,Exodus,8,Exodus8:22,WORD,that,H1931
KJV,Exodus,8,Exodus8:22,WORD,day,H3117
KJV,Exodus,8,Exodus8:22,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:22,PHRASE,"of Goshen,",H1657
KJV,Exodus,8,Exodus8:22,WORD,in,H5921
KJV,Exodus,8,Exodus8:22,WORD,which,H834
KJV,Exodus,8,Exodus8:22,PHRASE,my people,H5971
KJV,Exodus,8,Exodus8:22,WORD,"dwell,",H5975
KJV,Exodus,8,Exodus8:22,PHRASE,that no,H1115
KJV,Exodus,8,Exodus8:22,WORD,swarms,H6157
KJV,Exodus,8,Exodus8:22,PHRASE,[of flies],
KJV,Exodus,8,Exodus8:22,PHRASE,shall be,H1961
KJV,Exodus,8,Exodus8:22,WORD,there;,H8033
KJV,Exodus,8,Exodus8:22,PHRASE,to the end,H4616
KJV,Exodus,8,Exodus8:22,PHRASE,thou mayest know,H3045
KJV,Exodus,8,Exodus8:22,WORD,that,H3588
KJV,Exodus,8,Exodus8:22,WORD,I,H589
KJV,Exodus,8,Exodus8:22,WORD,[am],
KJV,Exodus,8,Exodus8:22,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:22,PHRASE,in the midst,H7130
KJV,Exodus,8,Exodus8:22,PHRASE,of the earth.,H776
KJV,Exodus,8,Exodus8:23,PHRASE,And I will put,H7760
KJV,Exodus,8,Exodus8:23,PHRASE,a division,H6304
KJV,Exodus,8,Exodus8:23,WORD,between,H996
KJV,Exodus,8,Exodus8:23,PHRASE,my people,H5971
KJV,Exodus,8,Exodus8:23,WORD,and,H996
KJV,Exodus,8,Exodus8:23,PHRASE,thy people:,H5971
KJV,Exodus,8,Exodus8:23,PHRASE,to morrow,H4279
KJV,Exodus,8,Exodus8:23,WORD,shall,H1961
KJV,Exodus,8,Exodus8:23,WORD,this,H2088
KJV,Exodus,8,Exodus8:23,WORD,sign,H226
KJV,Exodus,8,Exodus8:23,WORD,be.,H1961
KJV,Exodus,8,Exodus8:24,WORD,And,H6213
KJV,Exodus,8,Exodus8:24,PHRASE,the LORD,H3068
KJV,Exodus,8,Exodus8:24,WORD,did,H6213
KJV,Exodus,8,Exodus8:24,WORD,so;,H3651
KJV,Exodus,8,Exodus8:24,PHRASE,and there came,H935
KJV,Exodus,8,Exodus8:24,WORD,a,H6157
KJV,Exodus,8,Exodus8:24,WORD,grievous,H3515
KJV,Exodus,8,Exodus8:24,WORD,swarm,H6157
KJV,Exodus,8,Exodus8:24,PHRASE,[of flies],
KJV,Exodus,8,Exodus8:24,PHRASE,into the house,H1004
KJV,Exodus,8,Exodus8:24,PHRASE,"of Pharaoh,",H6547
KJV,Exodus,8,Exodus8:24,WORD,and,H1004
KJV,Exodus,8,Exodus8:24,WORD,[into],
KJV,Exodus,8,Exodus8:24,PHRASE,his servants',H5650
KJV,Exodus,8,Exodus8:24,WORD,"houses,",H1004
KJV,Exodus,8,Exodus8:24,PHRASE,and into all,H3605
KJV,Exodus,8,Exodus8:24,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:24,PHRASE,of Egypt:,H4714
KJV,Exodus,8,Exodus8:24,PHRASE,the land,H776
KJV,Exodus,8,Exodus8:24,PHRASE,was corrupted,H7843
KJV,Exodus,8,Exodus8:24,PHRASE,by reason,H6440
KJV,Exodus,8,Exodus8:24,PHRASE,of the swarm,H6157
KJV,Exodus,8,Exodus8:24,PHRASE,[of flies].,
KJV,Exodus,8,Exodus8:25,WORD,And,H7121
KJV,Exodus,8,Exodus8:25,WORD,Pharaoh,H6547
KJV,Exodus,8,Exodus8:25,WORD,called,H7121
