bible_version,bible_book,bible_chapter,bible_verse,verse_part_type,verse_part,hebrew_id
KJV,Exodus,1,Exodus1:1,PHRASE,Now these,H428
KJV,Exodus,1,Exodus1:1,WORD,[are],
KJV,Exodus,1,Exodus1:1,PHRASE,the names,H8034
KJV,Exodus,1,Exodus1:1,PHRASE,of the children,H1121
KJV,Exodus,1,Exodus1:1,PHRASE,"of Israel,",H3478
KJV,Exodus,1,Exodus1:1,PHRASE,which came,H935
KJV,Exodus,1,Exodus1:1,PHRASE,into Egypt;,H4714
KJV,Exodus,1,Exodus1:1,PHRASE,every man,H376
KJV,Exodus,1,Exodus1:1,PHRASE,and his household,H1004
KJV,Exodus,1,Exodus1:1,WORD,came,H935
KJV,Exodus,1,Exodus1:1,WORD,with,H854
KJV,Exodus,1,Exodus1:1,WORD,Jacob.,H3290
KJV,Exodus,1,Exodus1:2,WORD,"Reuben,",H7205
KJV,Exodus,1,Exodus1:2,WORD,"Simeon,",H8095
KJV,Exodus,1,Exodus1:2,WORD,"Levi,",H3878
KJV,Exodus,1,Exodus1:2,PHRASE,"and Judah,",H3063
KJV,Exodus,1,Exodus1:3,WORD,"Issachar,",H3485
KJV,Exodus,1,Exodus1:3,WORD,"Zebulun,",H2074
KJV,Exodus,1,Exodus1:3,PHRASE,"and Benjamin,",H1144
KJV,Exodus,1,Exodus1:4,WORD,"Dan,",H1835
KJV,Exodus,1,Exodus1:4,PHRASE,"and Naphtali,",H5321
KJV,Exodus,1,Exodus1:4,WORD,"Gad,",H1410
KJV,Exodus,1,Exodus1:4,PHRASE,and Asher.,H836
KJV,Exodus,1,Exodus1:5,WORD,And,H1961
KJV,Exodus,1,Exodus1:5,WORD,all,H3605
KJV,Exodus,1,Exodus1:5,PHRASE,the souls,H5315
KJV,Exodus,1,Exodus1:5,PHRASE,that came out,H3318
KJV,Exodus,1,Exodus1:5,PHRASE,of the loins,H3409
KJV,Exodus,1,Exodus1:5,PHRASE,of Jacob,H3290
KJV,Exodus,1,Exodus1:5,WORD,were,H1961
KJV,Exodus,1,Exodus1:5,WORD,seventy,H7657
KJV,Exodus,1,Exodus1:5,WORD,souls:,H5315
KJV,Exodus,1,Exodus1:5,PHRASE,for Joseph,H3130
KJV,Exodus,1,Exodus1:5,WORD,was,H1961
KJV,Exodus,1,Exodus1:5,PHRASE,in Egypt,H4714
KJV,Exodus,1,Exodus1:5,WORD,[already].,
KJV,Exodus,1,Exodus1:6,WORD,And,H4191
KJV,Exodus,1,Exodus1:6,WORD,Joseph,H3130
KJV,Exodus,1,Exodus1:6,WORD,"died,",H4191
KJV,Exodus,1,Exodus1:6,PHRASE,and all,H3605
KJV,Exodus,1,Exodus1:6,PHRASE,"his brethren,",H251
KJV,Exodus,1,Exodus1:6,PHRASE,and all,H3605
KJV,Exodus,1,Exodus1:6,WORD,that,H1931
KJV,Exodus,1,Exodus1:6,WORD,generation.,H1755
KJV,Exodus,1,Exodus1:7,PHRASE,And the children,H1121
KJV,Exodus,1,Exodus1:7,PHRASE,of Israel,H3478
KJV,Exodus,1,Exodus1:7,PHRASE,"were fruitful,",H6509
KJV,Exodus,1,Exodus1:7,PHRASE,"and increased abundantly,",H8317
KJV,Exodus,1,Exodus1:7,PHRASE,"and multiplied,",H7235
KJV,Exodus,1,Exodus1:7,PHRASE,and waxed,H6105
KJV,Exodus,1,Exodus1:7,WORD,exceeding,H3966
KJV,Exodus,1,Exodus1:7,WORD,,H3966
KJV,Exodus,1,Exodus1:7,WORD,mighty;,H6105
KJV,Exodus,1,Exodus1:7,WORD,and,H4390
KJV,Exodus,1,Exodus1:7,PHRASE,the land,H776
KJV,Exodus,1,Exodus1:7,PHRASE,was filled,H4390
KJV,Exodus,1,Exodus1:7,PHRASE,with them.,H853
KJV,Exodus,1,Exodus1:8,PHRASE,Now there arose up,H6965
KJV,Exodus,1,Exodus1:8,WORD,a,H4428
KJV,Exodus,1,Exodus1:8,WORD,new,H2319
KJV,Exodus,1,Exodus1:8,WORD,king,H4428
KJV,Exodus,1,Exodus1:8,WORD,over,H5921
KJV,Exodus,1,Exodus1:8,WORD,"Egypt,",H4714
KJV,Exodus,1,Exodus1:8,WORD,which,H834
KJV,Exodus,1,Exodus1:8,WORD,knew,H3045
KJV,Exodus,1,Exodus1:8,WORD,not,H3808
KJV,Exodus,1,Exodus1:8,WORD,Joseph.,H3130
KJV,Exodus,1,Exodus1:9,PHRASE,And he said,H559
KJV,Exodus,1,Exodus1:9,WORD,unto,H413
KJV,Exodus,1,Exodus1:9,PHRASE,"his people,",H5971
KJV,Exodus,1,Exodus1:9,WORD,"Behold,",H2009
KJV,Exodus,1,Exodus1:9,PHRASE,the people,H5971
KJV,Exodus,1,Exodus1:9,PHRASE,of the children,H1121
KJV,Exodus,1,Exodus1:9,PHRASE,of Israel,H3478
KJV,Exodus,1,Exodus1:9,WORD,[are],
KJV,Exodus,1,Exodus1:9,WORD,more,H7227
KJV,Exodus,1,Exodus1:9,PHRASE,and mightier,H6099
KJV,Exodus,1,Exodus1:9,PHRASE,than we:,H4480
KJV,Exodus,1,Exodus1:10,PHRASE,"Come on,",H3051
KJV,Exodus,1,Exodus1:10,PHRASE,let us deal wisely,H2449
KJV,Exodus,1,Exodus1:10,PHRASE,with them;,
KJV,Exodus,1,Exodus1:10,WORD,lest,H6435
KJV,Exodus,1,Exodus1:10,PHRASE,"they multiply,",H7235
KJV,Exodus,1,Exodus1:10,PHRASE,"and it come to pass,",H1961
KJV,Exodus,1,Exodus1:10,WORD,"that,",H3254
KJV,Exodus,1,Exodus1:10,WORD,when,H3588
KJV,Exodus,1,Exodus1:10,PHRASE,there falleth out,H7122
KJV,Exodus,1,Exodus1:10,PHRASE,"any war,",H4421
KJV,Exodus,1,Exodus1:10,WORD,they,H1931
KJV,Exodus,1,Exodus1:10,WORD,join,H3254
KJV,Exodus,1,Exodus1:10,WORD,also,H1571
KJV,Exodus,1,Exodus1:10,WORD,unto,H5921
KJV,Exodus,1,Exodus1:10,PHRASE,"our enemies,",H8130
KJV,Exodus,1,Exodus1:10,PHRASE,and fight,H3898
KJV,Exodus,1,Exodus1:10,PHRASE,"against us,",
KJV,Exodus,1,Exodus1:10,PHRASE,and [so] get them up,H5927
KJV,Exodus,1,Exodus1:10,PHRASE,out of,H4480
KJV,Exodus,1,Exodus1:10,PHRASE,the land.,H776
KJV,Exodus,1,Exodus1:11,PHRASE,Therefore they did set,H7760
KJV,Exodus,1,Exodus1:11,PHRASE,over them,H5921
KJV,Exodus,1,Exodus1:11,WORD,,H8269
KJV,Exodus,1,Exodus1:11,WORD,taskmasters,H4522
KJV,Exodus,1,Exodus1:11,WORD,to,H4616
KJV,Exodus,1,Exodus1:11,PHRASE,afflict them,H6031
KJV,Exodus,1,Exodus1:11,PHRASE,with their burdens.,H5450
KJV,Exodus,1,Exodus1:11,PHRASE,And they built,H1129
KJV,Exodus,1,Exodus1:11,PHRASE,for Pharaoh,H6547
KJV,Exodus,1,Exodus1:11,WORD,treasure,H4543
KJV,Exodus,1,Exodus1:11,WORD,"cities,",H5892
KJV,Exodus,1,Exodus1:11,WORD,Pithom,H6619
KJV,Exodus,1,Exodus1:11,WORD,and,H853
KJV,Exodus,1,Exodus1:11,WORD,Raamses.,H7486
KJV,Exodus,1,Exodus1:12,PHRASE,But the more,H834
KJV,Exodus,1,Exodus1:12,PHRASE,they afflicted,H6031
KJV,Exodus,1,Exodus1:12,WORD,"them,",H853
KJV,Exodus,1,Exodus1:12,PHRASE,the more,H3651
KJV,Exodus,1,Exodus1:12,PHRASE,they multiplied,H7235
KJV,Exodus,1,Exodus1:12,WORD,and,H3651
KJV,Exodus,1,Exodus1:12,WORD,grew.,H6555
KJV,Exodus,1,Exodus1:12,PHRASE,And they were grieved,H6973
KJV,Exodus,1,Exodus1:12,WORD,because,H6440
KJV,Exodus,1,Exodus1:12,PHRASE,of the children,H1121
KJV,Exodus,1,Exodus1:12,PHRASE,of Israel.,H3478
KJV,Exodus,1,Exodus1:13,WORD,And,H5647
KJV,Exodus,1,Exodus1:13,PHRASE,the Egyptians,H4713
KJV,Exodus,1,Exodus1:13,WORD,made,H5647
KJV,Exodus,1,Exodus1:13,PHRASE,the children,H1121
KJV,Exodus,1,Exodus1:13,PHRASE,of Israel,H3478
KJV,Exodus,1,Exodus1:13,PHRASE,to serve,H5647
KJV,Exodus,1,Exodus1:13,PHRASE,with rigour:,H6531
KJV,Exodus,1,Exodus1:14,PHRASE,And they made,H4843
KJV,Exodus,1,Exodus1:14,PHRASE,their lives,H2416
KJV,Exodus,1,Exodus1:14,WORD,bitter,H4843
KJV,Exodus,1,Exodus1:14,WORD,with,H5656
KJV,Exodus,1,Exodus1:14,WORD,hard,H7186
KJV,Exodus,1,Exodus1:14,WORD,"bondage,",H5656
KJV,Exodus,1,Exodus1:14,PHRASE,"in morter,",H2563
KJV,Exodus,1,Exodus1:14,PHRASE,"and in brick,",H3843
KJV,Exodus,1,Exodus1:14,PHRASE,and in all manner,H3605
KJV,Exodus,1,Exodus1:14,PHRASE,of service,H5656
KJV,Exodus,1,Exodus1:14,PHRASE,in the field:,H7704
KJV,Exodus,1,Exodus1:14,WORD,all,H3605
KJV,Exodus,1,Exodus1:14,PHRASE,"their service,",H5656
KJV,Exodus,1,Exodus1:14,WORD,wherein,H834
KJV,Exodus,1,Exodus1:14,PHRASE,they made,H5647
KJV,Exodus,1,Exodus1:14,WORD,them,
KJV,Exodus,1,Exodus1:14,WORD,"serve,",H5647
KJV,Exodus,1,Exodus1:14,WORD,[was],
KJV,Exodus,1,Exodus1:14,PHRASE,with rigour.,H6531
KJV,Exodus,1,Exodus1:15,WORD,And,H559
KJV,Exodus,1,Exodus1:15,PHRASE,the king,H4428
KJV,Exodus,1,Exodus1:15,PHRASE,of Egypt,H4714
KJV,Exodus,1,Exodus1:15,WORD,spake,H559
KJV,Exodus,1,Exodus1:15,PHRASE,to the,H3205
KJV,Exodus,1,Exodus1:15,WORD,Hebrew,H5680
KJV,Exodus,1,Exodus1:15,WORD,"midwives,",H3205
KJV,Exodus,1,Exodus1:15,PHRASE,of which,H834
KJV,Exodus,1,Exodus1:15,PHRASE,the name,H8034
KJV,Exodus,1,Exodus1:15,PHRASE,of the one,H259
KJV,Exodus,1,Exodus1:15,WORD,[was],
KJV,Exodus,1,Exodus1:15,WORD,"Shiphrah,",H8236
KJV,Exodus,1,Exodus1:15,PHRASE,and the name,H8034
KJV,Exodus,1,Exodus1:15,PHRASE,of the other,H8145
KJV,Exodus,1,Exodus1:15,WORD,Puah:,H6326
KJV,Exodus,1,Exodus1:16,PHRASE,"And he said,",H559
KJV,Exodus,1,Exodus1:16,PHRASE,When ye do the office of a midwife,H3205
KJV,Exodus,1,Exodus1:16,PHRASE,"to the Hebrew women,",H5680
KJV,Exodus,1,Exodus1:16,PHRASE,and see,H7200
KJV,Exodus,1,Exodus1:16,WORD,[them],
KJV,Exodus,1,Exodus1:16,WORD,upon,H5921
KJV,Exodus,1,Exodus1:16,PHRASE,the stools;,H70
KJV,Exodus,1,Exodus1:16,WORD,if,H518
KJV,Exodus,1,Exodus1:16,WORD,it,H1931
KJV,Exodus,1,Exodus1:16,WORD,[be],
KJV,Exodus,1,Exodus1:16,PHRASE,"a son,",H1121
KJV,Exodus,1,Exodus1:16,PHRASE,then ye shall kill,H4191
KJV,Exodus,1,Exodus1:16,WORD,him:,H853
KJV,Exodus,1,Exodus1:16,PHRASE,but if,H518
KJV,Exodus,1,Exodus1:16,WORD,it,H1931
KJV,Exodus,1,Exodus1:16,WORD,[be],
KJV,Exodus,1,Exodus1:16,PHRASE,"a daughter,",H1323
KJV,Exodus,1,Exodus1:16,PHRASE,then she shall live.,H2425
KJV,Exodus,1,Exodus1:17,WORD,But,H3372
KJV,Exodus,1,Exodus1:17,PHRASE,the midwives,H3205
KJV,Exodus,1,Exodus1:17,WORD,feared,H3372
KJV,Exodus,1,Exodus1:17,WORD,"God,",H430
KJV,Exodus,1,Exodus1:17,WORD,and,H3808
KJV,Exodus,1,Exodus1:17,WORD,did,H6213
KJV,Exodus,1,Exodus1:17,WORD,not,H3808
KJV,Exodus,1,Exodus1:17,WORD,as,H834
KJV,Exodus,1,Exodus1:17,PHRASE,the king,H4428
KJV,Exodus,1,Exodus1:17,PHRASE,of Egypt,H4714
KJV,Exodus,1,Exodus1:17,WORD,commanded,H1696
KJV,Exodus,1,Exodus1:17,WORD,"them,",H413
KJV,Exodus,1,Exodus1:17,PHRASE,but saved,H2421
KJV,Exodus,1,Exodus1:17,PHRASE,the men children,H3206
KJV,Exodus,1,Exodus1:17,WORD,alive.,H2421
KJV,Exodus,1,Exodus1:18,WORD,And,H7121
KJV,Exodus,1,Exodus1:18,PHRASE,the king,H4428
KJV,Exodus,1,Exodus1:18,PHRASE,of Egypt,H4714
KJV,Exodus,1,Exodus1:18,WORD,called,H7121
KJV,Exodus,1,Exodus1:18,PHRASE,"for the midwives,",H3205
KJV,Exodus,1,Exodus1:18,PHRASE,and said,H559
KJV,Exodus,1,Exodus1:18,PHRASE,"unto them,",
KJV,Exodus,1,Exodus1:18,WORD,Why,H4069
KJV,Exodus,1,Exodus1:18,PHRASE,have ye done,H6213
KJV,Exodus,1,Exodus1:18,WORD,this,H2088
KJV,Exodus,1,Exodus1:18,WORD,"thing,",H1697
KJV,Exodus,1,Exodus1:18,PHRASE,and have saved,H2421
KJV,Exodus,1,Exodus1:18,PHRASE,the men children,H3206
KJV,Exodus,1,Exodus1:18,WORD,alive?,H2421
KJV,Exodus,1,Exodus1:19,WORD,And,H559
KJV,Exodus,1,Exodus1:19,PHRASE,the midwives,H3205
KJV,Exodus,1,Exodus1:19,WORD,said,H559
KJV,Exodus,1,Exodus1:19,WORD,unto,H413
KJV,Exodus,1,Exodus1:19,WORD,"Pharaoh,",H6547
KJV,Exodus,1,Exodus1:19,WORD,Because,H3588
KJV,Exodus,1,Exodus1:19,PHRASE,the Hebrew women,H5680
KJV,Exodus,1,Exodus1:19,WORD,[are],
KJV,Exodus,1,Exodus1:19,WORD,not,H3808
KJV,Exodus,1,Exodus1:19,PHRASE,as the,H802
KJV,Exodus,1,Exodus1:19,WORD,Egyptian,H4713
KJV,Exodus,1,Exodus1:19,WORD,women;,H802
KJV,Exodus,1,Exodus1:19,WORD,for,H3588
KJV,Exodus,1,Exodus1:19,WORD,they,H2007
KJV,Exodus,1,Exodus1:19,WORD,[are],
KJV,Exodus,1,Exodus1:19,WORD,"lively,",H2422
KJV,Exodus,1,Exodus1:19,PHRASE,and are delivered,H3205
KJV,Exodus,1,Exodus1:19,WORD,ere,H2962
KJV,Exodus,1,Exodus1:19,PHRASE,the midwives,H3205
KJV,Exodus,1,Exodus1:19,PHRASE,come in,H935
KJV,Exodus,1,Exodus1:19,PHRASE,unto them.,H413
KJV,Exodus,1,Exodus1:20,WORD,Therefore,H3190
KJV,Exodus,1,Exodus1:20,WORD,God,H430
KJV,Exodus,1,Exodus1:20,PHRASE,dealt well,H3190
KJV,Exodus,1,Exodus1:20,PHRASE,with the midwives:,H3205
KJV,Exodus,1,Exodus1:20,WORD,and,H7235
KJV,Exodus,1,Exodus1:20,PHRASE,the people,H5971
KJV,Exodus,1,Exodus1:20,WORD,"multiplied,",H7235
KJV,Exodus,1,Exodus1:20,PHRASE,and waxed,H6105
KJV,Exodus,1,Exodus1:20,WORD,very,H3966
KJV,Exodus,1,Exodus1:20,WORD,mighty.,H6105
KJV,Exodus,1,Exodus1:21,PHRASE,"And it came to pass,",H1961
KJV,Exodus,1,Exodus1:21,WORD,because,H3588
KJV,Exodus,1,Exodus1:21,PHRASE,the midwives,H3205
KJV,Exodus,1,Exodus1:21,WORD,feared,H3372
KJV,Exodus,1,Exodus1:21,WORD,"God,",H430
KJV,Exodus,1,Exodus1:21,PHRASE,that he made,H6213
KJV,Exodus,1,Exodus1:21,WORD,them,
KJV,Exodus,1,Exodus1:21,WORD,houses.,H1004
KJV,Exodus,1,Exodus1:22,WORD,And,H6680
KJV,Exodus,1,Exodus1:22,WORD,Pharaoh,H6547
KJV,Exodus,1,Exodus1:22,WORD,charged,H6680
KJV,Exodus,1,Exodus1:22,WORD,all,H3605
KJV,Exodus,1,Exodus1:22,PHRASE,"his people,",H5971
KJV,Exodus,1,Exodus1:22,WORD,"saying,",H559
KJV,Exodus,1,Exodus1:22,WORD,Every,H3605
KJV,Exodus,1,Exodus1:22,WORD,son,H1121
KJV,Exodus,1,Exodus1:22,PHRASE,that is born,H3209
KJV,Exodus,1,Exodus1:22,PHRASE,ye shall cast,H7993
KJV,Exodus,1,Exodus1:22,PHRASE,"into the river,",H2975
KJV,Exodus,1,Exodus1:22,PHRASE,and every,H3605
KJV,Exodus,1,Exodus1:22,WORD,daughter,H1323
KJV,Exodus,1,Exodus1:22,PHRASE,ye shall save alive.,H2421
KJV,Exodus,2,Exodus2:1,PHRASE,And there went,H3212
KJV,Exodus,2,Exodus2:1,PHRASE,a man,H376
KJV,Exodus,2,Exodus2:1,PHRASE,of the house,H1004
KJV,Exodus,2,Exodus2:1,PHRASE,"of Levi,",H3878
KJV,Exodus,2,Exodus2:1,PHRASE,and took,H3947
KJV,Exodus,2,Exodus2:1,PHRASE,[to wife],
KJV,Exodus,2,Exodus2:1,PHRASE,a daughter,H1323
KJV,Exodus,2,Exodus2:1,PHRASE,of Levi.,H3878
KJV,Exodus,2,Exodus2:2,WORD,And,H2029
KJV,Exodus,2,Exodus2:2,PHRASE,the woman,H802
KJV,Exodus,2,Exodus2:2,WORD,"conceived,",H2029
KJV,Exodus,2,Exodus2:2,PHRASE,and bare,H3205
KJV,Exodus,2,Exodus2:2,PHRASE,a son:,H1121
KJV,Exodus,2,Exodus2:2,PHRASE,and when she saw,H7200
KJV,Exodus,2,Exodus2:2,WORD,him,H853
KJV,Exodus,2,Exodus2:2,WORD,that,H3588
KJV,Exodus,2,Exodus2:2,WORD,he,H1931
KJV,Exodus,2,Exodus2:2,PHRASE,[was a],
KJV,Exodus,2,Exodus2:2,WORD,goodly,H2896
KJV,Exodus,2,Exodus2:2,WORD,"[child],",
KJV,Exodus,2,Exodus2:2,PHRASE,she hid him,H6845
KJV,Exodus,2,Exodus2:2,WORD,three,H7969
KJV,Exodus,2,Exodus2:2,WORD,months.,H3391
KJV,Exodus,2,Exodus2:3,PHRASE,And when,H3808
KJV,Exodus,2,Exodus2:3,PHRASE,she could,H3201
KJV,Exodus,2,Exodus2:3,WORD,not,H3808
KJV,Exodus,2,Exodus2:3,WORD,longer,H5750
KJV,Exodus,2,Exodus2:3,PHRASE,"hide him,",H6845
KJV,Exodus,2,Exodus2:3,PHRASE,she took,H3947
KJV,Exodus,2,Exodus2:3,PHRASE,for him,
KJV,Exodus,2,Exodus2:3,PHRASE,an ark,H8392
KJV,Exodus,2,Exodus2:3,PHRASE,"of bulrushes,",H1573
KJV,Exodus,2,Exodus2:3,PHRASE,and daubed it,H2560
KJV,Exodus,2,Exodus2:3,PHRASE,with slime,H2564
KJV,Exodus,2,Exodus2:3,PHRASE,"and with pitch,",H2203
KJV,Exodus,2,Exodus2:3,PHRASE,and put,H7760
KJV,Exodus,2,Exodus2:3,PHRASE,the child,H3206
KJV,Exodus,2,Exodus2:3,WORD,therein;,
KJV,Exodus,2,Exodus2:3,PHRASE,and she laid,H7760
KJV,Exodus,2,Exodus2:3,WORD,[it],
KJV,Exodus,2,Exodus2:3,PHRASE,in the flags,H5488
KJV,Exodus,2,Exodus2:3,WORD,by,H5921
KJV,Exodus,2,Exodus2:3,PHRASE,the river's,H2975
KJV,Exodus,2,Exodus2:3,WORD,brink.,H8193
KJV,Exodus,2,Exodus2:4,WORD,And,H3320
KJV,Exodus,2,Exodus2:4,PHRASE,his sister,H269
KJV,Exodus,2,Exodus2:4,WORD,stood,H3320
KJV,Exodus,2,Exodus2:4,PHRASE,"afar off,",H7350
KJV,Exodus,2,Exodus2:4,PHRASE,to wit,H3045
KJV,Exodus,2,Exodus2:4,WORD,what,H4100
KJV,Exodus,2,Exodus2:4,PHRASE,would be done,H6213
KJV,Exodus,2,Exodus2:4,PHRASE,to him.,
KJV,Exodus,2,Exodus2:5,WORD,And,H3381
KJV,Exodus,2,Exodus2:5,PHRASE,the daughter,H1323
KJV,Exodus,2,Exodus2:5,PHRASE,of Pharaoh,H6547
KJV,Exodus,2,Exodus2:5,PHRASE,came down,H3381
KJV,Exodus,2,Exodus2:5,PHRASE,to wash,H7364
KJV,Exodus,2,Exodus2:5,WORD,[herself],
KJV,Exodus,2,Exodus2:5,WORD,at,H5921
KJV,Exodus,2,Exodus2:5,PHRASE,the river;,H2975
KJV,Exodus,2,Exodus2:5,PHRASE,and her maidens,H5291
KJV,Exodus,2,Exodus2:5,WORD,walked,H1980
KJV,Exodus,2,Exodus2:5,PHRASE,along by,H5921
KJV,Exodus,2,Exodus2:5,PHRASE,the river's,H2975
KJV,Exodus,2,Exodus2:5,WORD,side;,H3027
KJV,Exodus,2,Exodus2:5,PHRASE,and when she saw,H7200
KJV,Exodus,2,Exodus2:5,PHRASE,the ark,H8392
KJV,Exodus,2,Exodus2:5,WORD,among,H8432
KJV,Exodus,2,Exodus2:5,PHRASE,"the flags,",H5488
KJV,Exodus,2,Exodus2:5,PHRASE,she sent,H7971
KJV,Exodus,2,Exodus2:5,PHRASE,her maid,H519
KJV,Exodus,2,Exodus2:5,PHRASE,to fetch it.,H3947
KJV,Exodus,2,Exodus2:6,PHRASE,And when she had opened,H6605
KJV,Exodus,2,Exodus2:6,WORD,"[it],",
KJV,Exodus,2,Exodus2:6,PHRASE,she saw,H7200
KJV,Exodus,2,Exodus2:6,PHRASE,the child:,H3206
KJV,Exodus,2,Exodus2:6,PHRASE,"and, behold,",H2009
KJV,Exodus,2,Exodus2:6,PHRASE,the babe,H5288
KJV,Exodus,2,Exodus2:6,WORD,wept.,H1058
KJV,Exodus,2,Exodus2:6,PHRASE,And she had compassion,H2550
KJV,Exodus,2,Exodus2:6,PHRASE,"on him,",H5921
KJV,Exodus,2,Exodus2:6,PHRASE,"and said,",H559
KJV,Exodus,2,Exodus2:6,WORD,This,H2088
KJV,Exodus,2,Exodus2:6,PHRASE,[is one],
KJV,Exodus,2,Exodus2:6,WORD,of,H3206
KJV,Exodus,2,Exodus2:6,PHRASE,the Hebrews',H5680
KJV,Exodus,2,Exodus2:6,WORD,children.,H3206
KJV,Exodus,2,Exodus2:7,PHRASE,Then said,H559
KJV,Exodus,2,Exodus2:7,PHRASE,his sister,H269
KJV,Exodus,2,Exodus2:7,WORD,to,H413
KJV,Exodus,2,Exodus2:7,WORD,Pharaoh's,H6547
KJV,Exodus,2,Exodus2:7,WORD,"daughter,",H1323
KJV,Exodus,2,Exodus2:7,PHRASE,Shall I go,H3212
KJV,Exodus,2,Exodus2:7,PHRASE,and call,H7121
KJV,Exodus,2,Exodus2:7,PHRASE,to thee,
KJV,Exodus,2,Exodus2:7,WORD,,H802
KJV,Exodus,2,Exodus2:7,PHRASE,a nurse,H3243
KJV,Exodus,2,Exodus2:7,WORD,of,H4480
KJV,Exodus,2,Exodus2:7,PHRASE,"the Hebrew women,",H5680
KJV,Exodus,2,Exodus2:7,PHRASE,that she may nurse,H3243
KJV,Exodus,2,Exodus2:7,PHRASE,the child,H3206
KJV,Exodus,2,Exodus2:7,PHRASE,for thee?,
KJV,Exodus,2,Exodus2:8,WORD,And,H559
KJV,Exodus,2,Exodus2:8,WORD,Pharaoh's,H6547
KJV,Exodus,2,Exodus2:8,WORD,daughter,H1323
KJV,Exodus,2,Exodus2:8,WORD,said,H559
KJV,Exodus,2,Exodus2:8,PHRASE,"to her,",
KJV,Exodus,2,Exodus2:8,WORD,Go.,H3212
KJV,Exodus,2,Exodus2:8,WORD,And,H3212
KJV,Exodus,2,Exodus2:8,PHRASE,the maid,H5959
KJV,Exodus,2,Exodus2:8,WORD,went,H3212
KJV,Exodus,2,Exodus2:8,PHRASE,and called,H7121
KJV,Exodus,2,Exodus2:8,PHRASE,the child's,H3206
KJV,Exodus,2,Exodus2:8,WORD,mother.,H517
KJV,Exodus,2,Exodus2:9,WORD,And,H559
KJV,Exodus,2,Exodus2:9,WORD,Pharaoh's,H6547
KJV,Exodus,2,Exodus2:9,WORD,daughter,H1323
KJV,Exodus,2,Exodus2:9,WORD,said,H559
KJV,Exodus,2,Exodus2:9,PHRASE,"unto her,",
KJV,Exodus,2,Exodus2:9,WORD,Take,H3212
KJV,Exodus,2,Exodus2:9,WORD,this,H2088
KJV,Exodus,2,Exodus2:9,WORD,child,H3206
KJV,Exodus,2,Exodus2:9,WORD,"away,",H3212
KJV,Exodus,2,Exodus2:9,PHRASE,and nurse it,H3243
KJV,Exodus,2,Exodus2:9,PHRASE,"for me,",H589
KJV,Exodus,2,Exodus2:9,PHRASE,and I,H589
KJV,Exodus,2,Exodus2:9,PHRASE,will give,H5414
KJV,Exodus,2,Exodus2:9,WORD,[thee],
KJV,Exodus,2,Exodus2:9,PHRASE,thy wages.,H7939
KJV,Exodus,2,Exodus2:9,WORD,And,H3947
KJV,Exodus,2,Exodus2:9,PHRASE,the woman,H802
KJV,Exodus,2,Exodus2:9,WORD,took,H3947
KJV,Exodus,2,Exodus2:9,PHRASE,"the child,",H3206
KJV,Exodus,2,Exodus2:9,PHRASE,and nursed it.,H5134
KJV,Exodus,2,Exodus2:10,WORD,And,H1431
KJV,Exodus,2,Exodus2:10,PHRASE,the child,H3206
KJV,Exodus,2,Exodus2:10,WORD,"grew,",H1431
KJV,Exodus,2,Exodus2:10,PHRASE,and she brought him,H935
KJV,Exodus,2,Exodus2:10,WORD,unto,H1323
KJV,Exodus,2,Exodus2:10,WORD,Pharaoh's,H6547
KJV,Exodus,2,Exodus2:10,WORD,"daughter,",H1323
KJV,Exodus,2,Exodus2:10,PHRASE,and he became,H1961
KJV,Exodus,2,Exodus2:10,WORD,her,
KJV,Exodus,2,Exodus2:10,WORD,son.,H1121
KJV,Exodus,2,Exodus2:10,PHRASE,And she called,H7121
KJV,Exodus,2,Exodus2:10,PHRASE,his name,H8034
KJV,Exodus,2,Exodus2:10,WORD,Moses:,H4872
KJV,Exodus,2,Exodus2:10,PHRASE,"and she said,",H559
KJV,Exodus,2,Exodus2:10,WORD,Because,H3588
KJV,Exodus,2,Exodus2:10,PHRASE,I drew him,H4871
KJV,Exodus,2,Exodus2:10,PHRASE,out of,H4480
KJV,Exodus,2,Exodus2:10,PHRASE,the water.,H4325
KJV,Exodus,2,Exodus2:11,PHRASE,And it came to pass,H1961
KJV,Exodus,2,Exodus2:11,WORD,in,H3117
KJV,Exodus,2,Exodus2:11,WORD,those,H1992
KJV,Exodus,2,Exodus2:11,WORD,"days,",H3117
KJV,Exodus,2,Exodus2:11,WORD,when,H1431
KJV,Exodus,2,Exodus2:11,WORD,Moses,H4872
KJV,Exodus,2,Exodus2:11,PHRASE,"was grown,",H1431
KJV,Exodus,2,Exodus2:11,PHRASE,that he went out,H3318
KJV,Exodus,2,Exodus2:11,WORD,unto,H413
KJV,Exodus,2,Exodus2:11,PHRASE,"his brethren,",H251
KJV,Exodus,2,Exodus2:11,PHRASE,and looked,H7200
KJV,Exodus,2,Exodus2:11,PHRASE,on their burdens:,H5450
KJV,Exodus,2,Exodus2:11,PHRASE,and he spied,H7200
KJV,Exodus,2,Exodus2:11,PHRASE,an Egyptian,H4713
KJV,Exodus,2,Exodus2:11,WORD,smiting,H5221
KJV,Exodus,2,Exodus2:11,WORD,,H376
KJV,Exodus,2,Exodus2:11,PHRASE,"an Hebrew,",H5680
KJV,Exodus,2,Exodus2:11,WORD,,H376
KJV,Exodus,2,Exodus2:11,PHRASE,one of his brethren.,H251
KJV,Exodus,2,Exodus2:12,PHRASE,And he looked,H6437
